iShares Russell 2000 ETF
Fund Holdings as of,"Jan 21, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"291,350,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NMIH","NMI HOLDINGS INC","Financials","Equity","74,676,185.64","0.10","74,676,185.64","1,955,898.00","38.18","United States","NASDAQ","USD","1.00","USD","-"
"ITGR","INTEGER HOLDINGS CORP","Health Care","Equity","74,330,886.00","0.09","74,330,886.00","854,378.00","87.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HURN","HURON CONSULTING GROUP INC","Industrials","Equity","74,318,004.80","0.09","74,318,004.80","421,280.00","176.41","United States","NASDAQ","USD","1.00","USD","-"
"HWKN","HAWKINS INC","Materials","Equity","74,263,409.70","0.09","74,263,409.70","481,917.00","154.10","United States","NASDAQ","USD","1.00","USD","-"
"TBBK","BANCORP INC","Financials","Equity","73,989,655.98","0.09","73,989,655.98","1,063,987.00","69.54","United States","NASDAQ","USD","1.00","USD","-"
"YOU","CLEAR SECURE INC CLASS A","Information Technology","Equity","73,919,212.15","0.09","73,919,212.15","2,141,965.00","34.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPH","TRI POINTE HOMES INC","Consumer Discretionary","Equity","73,612,175.92","0.09","73,612,175.92","2,077,093.00","35.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BEAM","BEAM THERAPEUTICS INC","Health Care","Equity","73,515,367.28","0.09","73,515,367.28","2,362,319.00","31.12","United States","NASDAQ","USD","1.00","USD","-"
"LXP","LXP INDUSTRIAL TRUST","Real Estate","Equity","73,286,099.73","0.09","73,286,099.73","1,461,921.00","50.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SXI","STANDEX INTERNATIONAL CORP","Industrials","Equity","73,185,707.37","0.09","73,185,707.37","295,473.00","247.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGEE","MGE ENERGY INC","Utilities","Equity","73,002,316.50","0.09","73,002,316.50","904,950.00","80.67","United States","NASDAQ","USD","1.00","USD","-"
"ARQT","ARCUTIS BIOTHERAPEUTICS INC","Health Care","Equity","72,897,915.30","0.09","72,897,915.30","2,730,259.00","26.70","United States","NASDAQ","USD","1.00","USD","-"
"GTX","GARRETT MOTION INC","Consumer Discretionary","Equity","72,693,194.63","0.09","72,693,194.63","3,931,487.00","18.49","United States","NASDAQ","USD","1.00","USD","-"
"TDW","TIDEWATER INC","Energy","Equity","72,652,984.02","0.09","72,652,984.02","1,219,419.00","59.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPK","CHESAPEAKE UTILITIES CORP","Utilities","Equity","72,567,460.05","0.09","72,567,460.05","572,073.00","126.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKD","BROOKDALE SENIOR LIVING INC","Health Care","Equity","72,332,063.05","0.09","72,332,063.05","5,763,511.00","12.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPRI","CAPRI HOLDINGS LTD","Consumer Discretionary","Equity","72,181,697.30","0.09","72,181,697.30","2,893,054.00","24.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BOH","BANK OF HAWAII CORP","Financials","Equity","72,162,819.21","0.09","72,162,819.21","985,427.00","73.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACLS","AXCELIS TECHNOLOGIES INC","Information Technology","Equity","72,161,251.38","0.09","72,161,251.38","772,439.00","93.42","United States","NASDAQ","USD","1.00","USD","-"
"FFBC","FIRST FINANCIAL BANCORP","Financials","Equity","71,702,742.56","0.09","71,702,742.56","2,590,417.00","27.68","United States","NASDAQ","USD","1.00","USD","-"
"HUBG","HUB GROUP INC CLASS A","Industrials","Equity","71,566,775.36","0.09","71,566,775.36","1,493,152.00","47.93","United States","NASDAQ","USD","1.00","USD","-"
"IDYA","IDEAYA BIOSCIENCES INC","Health Care","Equity","71,390,293.13","0.09","71,390,293.13","1,982,513.00","36.01","United States","NASDAQ","USD","1.00","USD","-"
"APLE","APPLE HOSPITALITY REIT INC","Real Estate","Equity","71,213,676.30","0.09","71,213,676.30","5,719,974.00","12.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HGV","HILTON GRAND VACATIONS INC","Consumer Discretionary","Equity","70,340,222.85","0.09","70,340,222.85","1,507,829.00","46.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OII","OCEANEERING INTERNATIONAL INC","Energy","Equity","70,269,421.54","0.09","70,269,421.54","2,456,114.00","28.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AWR","AMERICAN STATES WATER","Utilities","Equity","70,194,888.02","0.09","70,194,888.02","941,834.00","74.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDFC","WD-40","Consumer Staples","Equity","70,088,729.75","0.09","70,088,729.75","333,359.00","210.25","United States","NASDAQ","USD","1.00","USD","-"
"ABM","ABM INDUSTRIES INC","Industrials","Equity","69,678,190.46","0.09","69,678,190.46","1,520,362.00","45.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APAM","ARTISAN PARTNERS ASSET MANAGEMENT","Financials","Equity","69,358,417.14","0.09","69,358,417.14","1,576,686.00","43.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TARS","TARSUS PHARMACEUTICALS INC","Health Care","Equity","69,131,477.69","0.09","69,131,477.69","971,357.00","71.17","United States","NASDAQ","USD","1.00","USD","-"
"CARG","CARGURUS INC CLASS A","Communication","Equity","69,069,983.40","0.09","69,069,983.40","2,051,990.00","33.66","United States","NASDAQ","USD","1.00","USD","-"
"NATL","NCR ATLEOS CORP","Financials","Equity","69,032,354.34","0.09","69,032,354.34","1,825,287.00","37.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAKE","CHEESECAKE FACTORY INC","Consumer Discretionary","Equity","68,965,861.51","0.09","68,965,861.51","1,152,697.00","59.83","United States","NASDAQ","USD","1.00","USD","-"
"CPRX","CATALYST PHARMACEUTICALS INC","Health Care","Equity","68,914,893.92","0.09","68,914,893.92","2,855,984.00","24.13","United States","NASDAQ","USD","1.00","USD","-"
"AMBA","AMBARELLA INC","Information Technology","Equity","68,867,593.80","0.09","68,867,593.80","1,004,340.00","68.57","United States","NASDAQ","USD","1.00","USD","-"
"AGYS","AGILYSYS INC","Information Technology","Equity","68,660,012.38","0.09","68,660,012.38","640,306.00","107.23","United States","NASDAQ","USD","1.00","USD","-"
"CVBF","CVB FINANCIAL CORP","Financials","Equity","68,344,432.00","0.09","68,344,432.00","3,285,790.00","20.80","United States","NASDAQ","USD","1.00","USD","-"
"PBF","PBF ENERGY INC CLASS A","Energy","Equity","68,330,682.06","0.09","68,330,682.06","2,081,983.00","32.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMR","ALPHA METALLURGICAL RESOURCE INC","Materials","Equity","68,193,499.69","0.09","68,193,499.69","290,321.00","234.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRVA","PRIVIA HEALTH GROUP INC","Health Care","Equity","67,911,784.80","0.09","67,911,784.80","2,877,618.00","23.60","United States","NASDAQ","USD","1.00","USD","-"
"AKR","ACADIA REALTY TRUST REIT","Real Estate","Equity","67,863,476.10","0.09","67,863,476.10","3,297,545.00","20.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGRC","MCGRATH RENT","Industrials","Equity","67,819,956.05","0.09","67,819,956.05","600,655.00","112.91","United States","NASDAQ","USD","1.00","USD","-"
"BANC","BANC OF CALIFORNIA INC","Financials","Equity","67,716,230.00","0.09","67,716,230.00","3,209,300.00","21.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAP","ADVANCE AUTO PARTS INC","Consumer Discretionary","Equity","67,667,915.31","0.09","67,667,915.31","1,486,227.00","45.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DIOD","DIODES INC","Information Technology","Equity","67,415,296.32","0.09","67,415,296.32","1,141,858.00","59.04","United States","NASDAQ","USD","1.00","USD","-"
"DBRG","DIGITALBRIDGE GROUP INC CLASS A","Financials","Equity","67,308,713.94","0.09","67,308,713.94","4,387,791.00","15.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TENB","TENABLE HOLDINGS INC","Information Technology","Equity","67,250,546.44","0.09","67,250,546.44","3,011,668.00","22.33","United States","NASDAQ","USD","1.00","USD","-"
"TOWN","TOWNEBANK","Financials","Equity","67,121,135.25","0.09","67,121,135.25","1,837,425.00","36.53","United States","NASDAQ","USD","1.00","USD","-"
"ACMR","ACM RESEARCH CLASS A INC","Information Technology","Equity","66,852,159.90","0.09","66,852,159.90","1,250,742.00","53.45","United States","NASDAQ","USD","1.00","USD","-"
"BL","BLACKLINE INC","Information Technology","Equity","66,699,591.38","0.09","66,699,591.38","1,289,878.00","51.71","United States","NASDAQ","USD","1.00","USD","-"
"PPTA","PERPETUA RESOURCES CORP","Materials","Equity","66,373,030.12","0.08","66,373,030.12","2,108,419.00","31.48","United States","NASDAQ","USD","1.00","USD","-"
"PHIN","PHINIA INC","Consumer Discretionary","Equity","66,343,632.90","0.08","66,343,632.90","943,185.00","70.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DNOW","DNOW INC","Industrials","Equity","66,178,703.14","0.08","66,178,703.14","4,592,554.00","14.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SUPN","SUPERNUS PHARMACEUTICALS INC","Health Care","Equity","65,989,510.16","0.08","65,989,510.16","1,332,583.00","49.52","United States","NASDAQ","USD","1.00","USD","-"
"NMRK","NEWMARK GROUP INC CLASS A","Real Estate","Equity","65,782,476.25","0.08","65,782,476.25","3,706,055.00","17.75","United States","NASDAQ","USD","1.00","USD","-"
"CUBI","CUSTOMERS BANCORP INC","Financials","Equity","65,587,239.20","0.08","65,587,239.20","817,796.00","80.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STNG","SCORPIO TANKERS INC","Energy","Equity","65,494,615.20","0.08","65,494,615.20","1,113,854.00","58.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CWT","CALIFORNIA WATER SERVICE GROUP","Utilities","Equity","65,399,742.72","0.08","65,399,742.72","1,465,048.00","44.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XMTR","XOMETRY INC CLASS A","Industrials","Equity","65,306,950.44","0.08","65,306,950.44","1,079,097.00","60.52","United States","NASDAQ","USD","1.00","USD","-"
"VC","VISTEON CORP","Consumer Discretionary","Equity","65,207,797.26","0.08","65,207,797.26","681,306.00","95.71","United States","NASDAQ","USD","1.00","USD","-"
"ADPT","ADAPTIVE BIOTECHNOLOGIES CORP","Health Care","Equity","65,016,133.42","0.08","65,016,133.42","3,700,406.00","17.57","United States","NASDAQ","USD","1.00","USD","-"
"KMT","KENNAMETAL INC","Industrials","Equity","64,656,965.98","0.08","64,656,965.98","1,882,847.00","34.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TWST","TWIST BIOSCIENCE CORP","Health Care","Equity","64,511,251.65","0.08","64,511,251.65","1,477,921.00","43.65","United States","NASDAQ","USD","1.00","USD","-"
"WRBY","WARBY PARKER INC CLASS A","Consumer Discretionary","Equity","64,438,057.95","0.08","64,438,057.95","2,438,065.00","26.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPHR","SPHERE ENTERTAINMENT CLASS A","Communication","Equity","64,382,951.25","0.08","64,382,951.25","691,175.00","93.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAFD","WAFD INC","Financials","Equity","64,330,660.08","0.08","64,330,660.08","1,972,728.00","32.61","United States","NASDAQ","USD","1.00","USD","-"
"GT","GOODYEAR TIRE & RUBBER","Consumer Discretionary","Equity","63,920,781.35","0.08","63,920,781.35","6,821,855.00","9.37","United States","NASDAQ","USD","1.00","USD","-"
"VRDN","VIRIDIAN THERAPEUTICS ORS INC","Health Care","Equity","63,870,427.25","0.08","63,870,427.25","1,978,025.00","32.29","United States","NASDAQ","USD","1.00","USD","-"
"FBK","FB FINANCIAL CORP","Financials","Equity","63,713,724.36","0.08","63,713,724.36","1,033,978.00","61.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GOLF","ACUSHNET HOLDINGS CORP","Consumer Discretionary","Equity","63,561,448.39","0.08","63,561,448.39","682,649.00","93.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTEN","PATTERSON UTI ENERGY INC","Energy","Equity","63,554,402.24","0.08","63,554,402.24","8,635,109.00","7.36","United States","NASDAQ","USD","1.00","USD","-"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Utilities","Equity","63,530,666.24","0.08","63,530,666.24","4,315,942.00","14.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LQDA","LIQUIDIA CORP","Health Care","Equity","63,531,326.81","0.08","63,531,326.81","1,588,879.00","39.98","United States","NASDAQ","USD","1.00","USD","-"
"COCO","THE VITA COCO COMPANY INC","Consumer Staples","Equity","63,237,860.82","0.08","63,237,860.82","1,181,133.00","53.54","United States","NASDAQ","USD","1.00","USD","-"
"PFS","PROVIDENT FINANCIAL SERVICES INC","Financials","Equity","63,070,488.13","0.08","63,070,488.13","2,976,427.00","21.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VERA","VERA THERAPEUTICS INC CLASS A","Health Care","Equity","63,064,011.42","0.08","63,064,011.42","1,377,846.00","45.77","United States","NASDAQ","USD","1.00","USD","-"
"POWI","POWER INTEGRATIONS INC","Information Technology","Equity","62,915,743.00","0.08","62,915,743.00","1,378,220.00","45.65","United States","NASDAQ","USD","1.00","USD","-"
"CON","CONCENTRA GROUP HOLDINGS PARENT IN","Health Care","Equity","62,826,881.34","0.08","62,826,881.34","2,857,066.00","21.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMK","TRUSTMARK CORP","Financials","Equity","62,726,168.96","0.08","62,726,168.96","1,471,064.00","42.64","United States","NASDAQ","USD","1.00","USD","-"
"CENX","CENTURY ALUMINUM","Materials","Equity","62,690,020.00","0.08","62,690,020.00","1,312,880.00","47.75","United States","NASDAQ","USD","1.00","USD","-"
"RXO","RXO INC","Industrials","Equity","62,490,483.68","0.08","62,490,483.68","4,023,856.00","15.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRK","PARK NATIONAL CORP","Financials","Equity","62,293,551.84","0.08","62,293,551.84","370,266.00","168.24","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"SMR","NUSCALE POWER CORP CLASS A","Industrials","Equity","62,297,444.75","0.08","62,297,444.75","3,154,301.00","19.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCPT","FOUR CORNERS PROPERTY INC TRUST","Real Estate","Equity","62,263,903.80","0.08","62,263,903.80","2,531,053.00","24.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNK","CINEMARK HOLDINGS INC","Communication","Equity","62,065,804.32","0.08","62,065,804.32","2,566,824.00","24.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UE","URBAN EDGE PROPERTIES","Real Estate","Equity","62,011,977.66","0.08","62,011,977.66","3,218,058.00","19.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLUG","PLUG POWER INC","Industrials","Equity","62,001,922.68","0.08","62,001,922.68","27,928,794.00","2.22","United States","NASDAQ","USD","1.00","USD","-"
"JOE","ST JOE","Real Estate","Equity","61,988,160.00","0.08","61,988,160.00","953,664.00","65.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXG","10X GENOMICS INC CLASS A","Health Care","Equity","61,842,395.16","0.08","61,842,395.16","2,726,737.00","22.68","United States","NASDAQ","USD","1.00","USD","-"
"BBAI","BIGBEAR.AI HOLDINGS INC","Information Technology","Equity","61,530,354.74","0.08","61,530,354.74","10,775,894.00","5.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FBNC","FIRST BANCORP","Financials","Equity","61,229,932.50","0.08","61,229,932.50","1,012,065.00","60.50","United States","NASDAQ","USD","1.00","USD","-"
"BBT","BEACON FINANCIAL CORP","Financials","Equity","61,002,021.92","0.08","61,002,021.92","2,115,188.00","28.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DNLI","DENALI THERAPEUTICS INC","Health Care","Equity","60,817,219.80","0.08","60,817,219.80","3,269,743.00","18.60","United States","NASDAQ","USD","1.00","USD","-"
"ATKR","ATKORE INC","Industrials","Equity","60,769,893.24","0.08","60,769,893.24","831,553.00","73.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NGVT","INGEVITY CORP","Materials","Equity","60,704,589.68","0.08","60,704,589.68","905,228.00","67.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CC","CHEMOURS","Materials","Equity","60,339,093.84","0.08","60,339,093.84","3,726,936.00","16.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCY","MERCURY GENERAL CORP","Financials","Equity","60,014,361.80","0.08","60,014,361.80","677,363.00","88.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BANF","BANCFIRST CORP","Financials","Equity","59,997,442.78","0.08","59,997,442.78","517,487.00","115.94","United States","NASDAQ","USD","1.00","USD","-"
"UPWK","UPWORK INC","Industrials","Equity","59,950,477.73","0.08","59,950,477.73","3,044,717.00","19.69","United States","NASDAQ","USD","1.00","USD","-"
"GEO","GEO GROUP INC","Industrials","Equity","59,891,802.09","0.08","59,891,802.09","3,347,781.00","17.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SDRL","SEADRILL LTD","Energy","Equity","59,805,382.32","0.08","59,805,382.32","1,567,227.00","38.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEI","SOLARIS OILFIELD INFRASTRUCTURE IN","Energy","Equity","59,711,775.00","0.08","59,711,775.00","1,047,575.00","57.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSIT","INSIGHT ENTERPRISES INC","Information Technology","Equity","59,500,511.58","0.08","59,500,511.58","733,578.00","81.11","United States","NASDAQ","USD","1.00","USD","-"
"RELY","REMITLY GLOBAL INC","Financials","Equity","59,415,750.95","0.08","59,415,750.95","4,198,993.00","14.15","United States","NASDAQ","USD","1.00","USD","-"
"CURB","CURBLINE PROPERTIES","Real Estate","Equity","59,005,511.88","0.08","59,005,511.88","2,417,268.00","24.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHEF","CHEFS WAREHOUSE INC","Consumer Staples","Equity","58,717,229.73","0.07","58,717,229.73","898,229.00","65.37","United States","NASDAQ","USD","1.00","USD","-"
"PLUS","EPLUS","Information Technology","Equity","58,493,177.40","0.07","58,493,177.40","657,966.00","88.90","United States","NASDAQ","USD","1.00","USD","-"
"IVT","INVENTRUST PROPERTIES CORP","Real Estate","Equity","58,390,093.35","0.07","58,390,093.35","1,989,441.00","29.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACLX","ARCELLX INC","Health Care","Equity","58,359,955.91","0.07","58,359,955.91","847,393.00","68.87","United States","NASDAQ","USD","1.00","USD","-"
"MSGE","MADISON SQUARE GARDEN ENTERTAINMEN","Communication","Equity","58,321,666.26","0.07","58,321,666.26","982,839.00","59.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LC","LENDINGCLUB CORP","Financials","Equity","58,300,203.28","0.07","58,300,203.28","2,835,613.00","20.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QUBT","QUANTUM COMPUTING INC","Information Technology","Equity","58,118,554.92","0.07","58,118,554.92","4,993,003.00","11.64","United States","NASDAQ","USD","1.00","USD","-"
"ALRM","ALARM.COM HOLDINGS INC","Information Technology","Equity","58,109,579.97","0.07","58,109,579.97","1,179,411.00","49.27","United States","NASDAQ","USD","1.00","USD","-"
"OI","O I GLASS INC","Materials","Equity","58,079,182.75","0.07","58,079,182.75","3,808,471.00","15.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NBTB","NBT BANCORP INC","Financials","Equity","58,064,133.91","0.07","58,064,133.91","1,284,889.00","45.19","United States","NASDAQ","USD","1.00","USD","-"
"TVTX","TRAVERE THERAPEUTICS INC","Health Care","Equity","57,862,271.50","0.07","57,862,271.50","2,048,222.00","28.25","United States","NASDAQ","USD","1.00","USD","-"
"ATRO","ASTRONICS CORP","Industrials","Equity","57,849,402.28","0.07","57,849,402.28","760,876.00","76.03","United States","NASDAQ","USD","1.00","USD","-"
"INSW","INTERNATIONAL SEAWAYS INC","Energy","Equity","57,662,116.32","0.07","57,662,116.32","992,976.00","58.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IMNM","IMMUNOME INC","Health Care","Equity","57,655,424.64","0.07","57,655,424.64","2,318,272.00","24.87","United States","NASDAQ","USD","1.00","USD","-"
"SYRE","SPYRE THERAPEUTICS INC","Health Care","Equity","57,660,296.10","0.07","57,660,296.10","1,696,390.00","33.99","United States","NASDAQ","USD","1.00","USD","-"
"PTON","PELOTON INTERACTIVE CLASS A INC","Consumer Discretionary","Equity","57,607,638.30","0.07","57,607,638.30","9,830,655.00","5.86","United States","NASDAQ","USD","1.00","USD","-"
"BANR","BANNER CORP","Financials","Equity","57,540,522.90","0.07","57,540,522.90","871,430.00","66.03","United States","NASDAQ","USD","1.00","USD","-"
"FRME","FIRST MERCHANTS CORP","Financials","Equity","57,473,951.58","0.07","57,473,951.58","1,461,326.00","39.33","United States","NASDAQ","USD","1.00","USD","-"
"CWK","CUSHMAN AND WAKEFIELD LTD","Real Estate","Equity","57,318,279.72","0.07","57,318,279.72","3,365,724.00","17.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAOI","APPLIED OPTOELECTRONICS INC","Information Technology","Equity","57,239,855.24","0.07","57,239,855.24","1,491,398.00","38.38","United States","NASDAQ","USD","1.00","USD","-"
"OMCL","OMNICELL INC","Health Care","Equity","57,189,852.08","0.07","57,189,852.08","1,132,921.00","50.48","United States","NASDAQ","USD","1.00","USD","-"
"VSH","VISHAY INTERTECHNOLOGY INC","Information Technology","Equity","57,139,484.40","0.07","57,139,484.40","2,999,448.00","19.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOG","NORTHERN OIL AND GAS INC","Energy","Equity","56,153,823.08","0.07","56,153,823.08","2,388,508.00","23.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRBK","GREEN BRICK PARTNERS INC","Consumer Discretionary","Equity","55,798,233.00","0.07","55,798,233.00","764,150.00","73.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSGS","CSG SYSTEMS INTERNATIONAL INC","Industrials","Equity","55,600,775.76","0.07","55,600,775.76","697,101.00","79.76","United States","NASDAQ","USD","1.00","USD","-"
"FRSH","FRESHWORKS INC CLASS A","Information Technology","Equity","55,487,943.76","0.07","55,487,943.76","4,989,923.00","11.12","United States","NASDAQ","USD","1.00","USD","-"
"MRX","MAREX GROUP PLC","Financials","Equity","55,449,152.56","0.07","55,449,152.56","1,367,764.00","40.54","United Kingdom","NASDAQ","USD","1.00","USD","-"
"HI","HILLENBRAND INC","Industrials","Equity","55,370,204.74","0.07","55,370,204.74","1,740,107.00","31.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLIO","HELIOS TECHNOLOGIES INC","Industrials","Equity","55,309,930.35","0.07","55,309,930.35","819,285.00","67.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TIC","TIC SOLUTIONS INC","Industrials","Equity","54,932,955.30","0.07","54,932,955.30","4,931,145.00","11.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTRI","CENTURI HOLDINGS INC","Industrials","Equity","54,857,341.33","0.07","54,857,341.33","1,940,479.00","28.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBZ","CBIZ INC","Industrials","Equity","54,701,058.30","0.07","54,701,058.30","1,216,390.00","44.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRN","TRINITY INDUSTRIES INC","Industrials","Equity","54,444,704.20","0.07","54,444,704.20","1,987,033.00","27.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPAC","ENERPAC TOOL GROUP CORP CLASS A","Industrials","Equity","54,202,409.56","0.07","54,202,409.56","1,301,066.00","41.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KWR","QUAKER HOUGHTON CORP","Materials","Equity","54,171,242.67","0.07","54,171,242.67","340,293.00","159.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BUSE","FIRST BUSEY CORP","Financials","Equity","54,132,909.08","0.07","54,132,909.08","2,123,692.00","25.49","United States","NASDAQ","USD","1.00","USD","-"
"ADEA","ADEIA INC","Information Technology","Equity","54,012,727.44","0.07","54,012,727.44","2,716,938.00","19.88","United States","NASDAQ","USD","1.00","USD","-"
"NTB","BANK OF NT BUTTERFIELD & SON LTD","Financials","Equity","53,930,964.27","0.07","53,930,964.27","1,051,901.00","51.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASGN","ASGN INC","Information Technology","Equity","53,919,928.90","0.07","53,919,928.90","1,056,218.00","51.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DYN","DYNE THERAPEUTICS INC","Health Care","Equity","53,760,472.50","0.07","53,760,472.50","3,072,027.00","17.50","United States","NASDAQ","USD","1.00","USD","-"
"SM","SM ENERGY","Energy","Equity","53,664,788.00","0.07","53,664,788.00","2,854,510.00","18.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEOG","NEOGEN CORP","Health Care","Equity","53,359,539.45","0.07","53,359,539.45","5,406,235.00","9.87","United States","NASDAQ","USD","1.00","USD","-"
"INTA","INTAPP INC","Information Technology","Equity","53,250,056.64","0.07","53,250,056.64","1,415,472.00","37.62","United States","NASDAQ","USD","1.00","USD","-"
"EFSC","ENTERPRISE FINANCIAL SERVICES CORP","Financials","Equity","53,211,909.10","0.07","53,211,909.10","919,190.00","57.89","United States","NASDAQ","USD","1.00","USD","-"
"PRDO","PERDOCEO EDUCATION CORP","Consumer Discretionary","Equity","53,208,511.20","0.07","53,208,511.20","1,642,238.00","32.40","United States","NASDAQ","USD","1.00","USD","-"
"BELFB","BEL FUSE INC CLASS B","Information Technology","Equity","53,156,743.40","0.07","53,156,743.40","263,413.00","201.80","United States","NASDAQ","USD","1.00","USD","-"
"KALU","KAISER ALUMINIUM CORP","Materials","Equity","53,053,074.56","0.07","53,053,074.56","398,416.00","133.16","United States","NASDAQ","USD","1.00","USD","-"
"LUNR","INTUITIVE MACHINES INC CLASS A","Industrials","Equity","53,037,894.00","0.07","53,037,894.00","2,706,015.00","19.60","United States","NASDAQ","USD","1.00","USD","-"
"LASR","NLIGHT INC","Information Technology","Equity","52,862,836.42","0.07","52,862,836.42","1,150,693.00","45.94","United States","NASDAQ","USD","1.00","USD","-"
"GENI","GENIUS SPORTS LTD","Consumer Discretionary","Equity","52,716,186.46","0.07","52,716,186.46","5,417,902.00","9.73","United Kingdom","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OCUL","OCULAR THERAPEUTIX INC","Health Care","Equity","52,682,755.42","0.07","52,682,755.42","4,613,201.00","11.42","United States","NASDAQ","USD","1.00","USD","-"
"EYE","NATIONAL VISION HOLDINGS INC","Consumer Discretionary","Equity","52,603,569.24","0.07","52,603,569.24","1,933,244.00","27.21","United States","NASDAQ","USD","1.00","USD","-"
