iShares Russell 2000 ETF
Fund Holdings as of,"Jan 21, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"291,350,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"JAKK","JAKKS PACIFIC INC","Consumer Discretionary","Equity","4,599,304.74","0.01","4,599,304.74","239,922.00","19.17","United States","NASDAQ","USD","1.00","USD","-"
"ARCT","ARCTURUS THERAPEUTICS HOLDINGS INC","Health Care","Equity","4,580,441.69","0.01","4,580,441.69","630,047.00","7.27","United States","NASDAQ","USD","1.00","USD","-"
"NC","NACCO INDUSTRIES INC CLASS A","Energy","Equity","4,558,393.20","0.01","4,558,393.20","91,534.00","49.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BETR","BETTER HOME FINANCE HOLDING CLASS","Financials","Equity","4,525,336.94","0.01","4,525,336.94","138,559.00","32.66","United States","NASDAQ","USD","1.00","USD","-"
"CRDF","CARDIFF ONCOLOGY INC","Health Care","Equity","4,477,037.72","0.01","4,477,037.72","1,549,148.00","2.89","United States","NASDAQ","USD","1.00","USD","-"
"WEYS","WEYCO GROUP INC","Consumer Discretionary","Equity","4,461,657.75","0.01","4,461,657.75","139,645.00","31.95","United States","NASDAQ","USD","1.00","USD","-"
"VYGR","VOYAGER THERAPEUTICS INC","Health Care","Equity","4,459,514.15","0.01","4,459,514.15","1,182,895.00","3.77","United States","NASDAQ","USD","1.00","USD","-"
"SKYX","SKYX PLATFORMS CORP","Industrials","Equity","4,448,360.00","0.01","4,448,360.00","1,779,344.00","2.50","United States","NASDAQ","USD","1.00","USD","-"
"VTEX","VTEX CLASS A","Information Technology","Equity","4,432,709.88","0.01","4,432,709.88","1,372,356.00","3.23","Brazil","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCCO","FIRST COMMUNITY CORP","Financials","Equity","4,425,000.00","0.01","4,425,000.00","150,000.00","29.50","United States","NASDAQ","USD","1.00","USD","-"
"ELMD","ELECTROMED INC","Health Care","Equity","4,387,900.00","0.01","4,387,900.00","159,560.00","27.50","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"CHRS","COHERUS ONCOLOGY INC","Health Care","Equity","4,389,738.80","0.01","4,389,738.80","2,676,670.00","1.64","United States","NASDAQ","USD","1.00","USD","-"
"MPAA","MOTORCAR PARTS OF AMERICA INC","Consumer Discretionary","Equity","4,374,087.96","0.01","4,374,087.96","325,938.00","13.42","United States","NASDAQ","USD","1.00","USD","-"
"MRBK","MERIDIAN CORP","Financials","Equity","4,355,638.55","0.01","4,355,638.55","229,849.00","18.95","United States","NASDAQ","USD","1.00","USD","-"
"BHR","BRAEMAR HOTELS RESORTS INC","Real Estate","Equity","4,357,694.39","0.01","4,357,694.39","1,447,739.00","3.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NGNE","NEUROGENE INC","Health Care","Equity","4,344,285.53","0.01","4,344,285.53","237,263.00","18.31","United States","NASDAQ","USD","1.00","USD","-"
"ZIP","ZIPRECRUITER INC CLASS A","Communication","Equity","4,338,079.20","0.01","4,338,079.20","1,589,040.00","2.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SKIN","BEAUTY HEALTH COMPANY CLASS A CLAS","Consumer Staples","Equity","4,335,974.72","0.01","4,335,974.72","2,815,568.00","1.54","United States","NASDAQ","USD","1.00","USD","-"
"BNTC","BENITEC BIOPHARMA INC","Health Care","Equity","4,316,028.96","0.01","4,316,028.96","356,108.00","12.12","United States","NASDAQ","USD","1.00","USD","-"
"BOOM","DMC GLOBAL INC","Energy","Equity","4,316,211.02","0.01","4,316,211.02","487,157.00","8.86","United States","NASDAQ","USD","1.00","USD","-"
"FENC","FENNEC PHARMACEUTICALS INC","Health Care","Equity","4,305,116.20","0.01","4,305,116.20","559,106.00","7.70","United States","NASDAQ","USD","1.00","USD","-"
"PRTH","PRIORITY TECHNOLOGY HOLDINGS INC","Financials","Equity","4,298,597.71","0.01","4,298,597.71","717,629.00","5.99","United States","NASDAQ","USD","1.00","USD","-"
"OPBK","OP BANCORP","Financials","Equity","4,302,391.28","0.01","4,302,391.28","287,593.00","14.96","United States","NASDAQ","USD","1.00","USD","-"
"ALTI","ALTI GLOBAL INC CLASS A","Financials","Equity","4,287,995.80","0.01","4,287,995.80","1,033,252.00","4.15","United States","NASDAQ","USD","1.00","USD","-"
"STRS","STRATUS PROPERTIES INC","Real Estate","Equity","4,269,948.85","0.01","4,269,948.85","159,505.00","26.77","United States","NASDAQ","USD","1.00","USD","-"
"ACH","ACCENDRA HEALTH INC","Health Care","Equity","4,239,014.72","0.01","4,239,014.72","1,980,848.00","2.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNDA","SONIDA SENIOR LIVING INC","Health Care","Equity","4,232,500.93","0.01","4,232,500.93","132,307.00","31.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EGAN","EGAIN CORP","Information Technology","Equity","4,219,112.92","0.01","4,219,112.92","408,038.00","10.34","United States","NASDAQ","USD","1.00","USD","-"
"BRT","BRT APARTMENTS CORP","Real Estate","Equity","4,206,168.56","0.01","4,206,168.56","281,161.00","14.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GCBC","GREENE COUNTY BANCORP INC","Financials","Equity","4,188,074.59","0.01","4,188,074.59","181,853.00","23.03","United States","NASDAQ","USD","1.00","USD","-"
"LEGH","LEGACY HOUSING","Consumer Discretionary","Equity","4,156,882.88","0.01","4,156,882.88","185,824.00","22.37","United States","NASDAQ","USD","1.00","USD","-"
"LAW","CS DISCO INC","Information Technology","Equity","4,157,612.80","0.01","4,157,612.80","649,627.00","6.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEST","WESTROCK COFFEE","Consumer Staples","Equity","4,151,298.50","0.01","4,151,298.50","883,255.00","4.70","United States","NASDAQ","USD","1.00","USD","-"
"LNKB","LINKBANCORP INC","Financials","Equity","4,140,620.00","0.01","4,140,620.00","470,525.00","8.80","United States","NASDAQ","USD","1.00","USD","-"
"LZM","LIFEZONE METALS LTD","Materials","Equity","4,090,755.24","0.01","4,090,755.24","715,167.00","5.72","Isle of Man","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TCX","TUCOWS INC","Information Technology","Equity","4,085,106.09","0.01","4,085,106.09","164,523.00","24.83","United States","NASDAQ","USD","1.00","USD","-"
"FXNC","FIRST NATIONAL CORP","Financials","Equity","4,064,854.64","0.01","4,064,854.64","154,616.00","26.29","United States","NASDAQ","USD","1.00","USD","-"
"STXS","STEREOTAXIS INC","Health Care","Equity","4,015,640.75","0.01","4,015,640.75","1,460,233.00","2.75","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"TBI","TRUEBLUE INC","Industrials","Equity","4,006,486.60","0.01","4,006,486.60","748,876.00","5.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BZAI","BLAIZE HOLDINGS INC","Information Technology","Equity","3,956,351.28","0.01","3,956,351.28","1,875,048.00","2.11","United States","NASDAQ","USD","1.00","USD","-"
"FSFG","FIRST SAVINGS FINANCIAL GROUP INC","Financials","Equity","3,938,437.62","0.01","3,938,437.62","117,882.00","33.41","United States","NASDAQ","USD","1.00","USD","-"
"NXDT","NEXPOINT DIVERSIFIED REAL ESTATE T","Real Estate","Equity","3,936,136.28","0.01","3,936,136.28","939,412.00","4.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYS","PAYSIGN INC","Financials","Equity","3,921,968.70","0.01","3,921,968.70","901,602.00","4.35","United States","NASDAQ","USD","1.00","USD","-"
"RGCO","RGC RESOURCES INC","Utilities","Equity","3,913,513.56","0.01","3,913,513.56","178,211.00","21.96","United States","NASDAQ","USD","1.00","USD","-"
"HCAT","HEALTH CATALYST INC","Health Care","Equity","3,909,367.50","0.00","3,909,367.50","1,699,725.00","2.30","United States","NASDAQ","USD","1.00","USD","-"
"SAMG","SILVERCREST ASSET MANAGEMENT GROUP","Financials","Equity","3,891,221.76","0.00","3,891,221.76","246,592.00","15.78","United States","NASDAQ","USD","1.00","USD","-"
"PBFS","PIONEER BANCORP INC","Financials","Equity","3,882,296.22","0.00","3,882,296.22","279,906.00","13.87","United States","NASDAQ","USD","1.00","USD","-"
"CMT","CORE MOLDING TECHNOLOGIES INC","Materials","Equity","3,885,149.96","0.00","3,885,149.96","203,092.00","19.13","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"LRMR","LARIMAR THERAPEUTICS INC","Health Care","Equity","3,888,636.32","0.00","3,888,636.32","1,171,276.00","3.32","United States","NASDAQ","USD","1.00","USD","-"
"CURI","CURIOSITYSTREAM INC CLASS A","Communication","Equity","3,875,767.59","0.00","3,875,767.59","1,079,601.00","3.59","United States","NASDAQ","USD","1.00","USD","-"
"AMBQ","AMBIQ MICRO INC","Information Technology","Equity","3,876,466.86","0.00","3,876,466.86","117,362.00","33.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CATX","PERSPECTIVE THERAPEUTICS INC","Health Care","Equity","3,866,919.45","0.00","3,866,919.45","1,516,439.00","2.55","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"MPTI","M TRON INDUSTRIES INC","Information Technology","Equity","3,851,625.40","0.00","3,851,625.40","59,780.00","64.43","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"RMAX","RE MAX HOLDINGS INC CLASS A","Real Estate","Equity","3,836,919.24","0.00","3,836,919.24","471,366.00","8.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POWW","OUTDOOR HOLDING","Consumer Discretionary","Equity","3,841,657.26","0.00","3,841,657.26","2,207,849.00","1.74","United States","NASDAQ","USD","1.00","USD","-"
"KULR","KULR TECHNOLOGY GROUP INC","Industrials","Equity","3,813,844.00","0.00","3,813,844.00","953,461.00","4.00","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"HUMA","HUMACYTE INC","Health Care","Equity","3,808,248.64","0.00","3,808,248.64","3,885,968.00","0.98","United States","NASDAQ","USD","1.00","USD","-"
"INSG","INSEEGO CORP","Information Technology","Equity","3,771,090.96","0.00","3,771,090.96","320,671.00","11.76","United States","NASDAQ","USD","1.00","USD","-"
"ALEC","ALECTOR INC","Health Care","Equity","3,755,804.16","0.00","3,755,804.16","1,956,148.00","1.92","United States","NASDAQ","USD","1.00","USD","-"
"FCAP","FIRST CAPITAL INC","Financials","Equity","3,755,858.36","0.00","3,755,858.36","74,684.00","50.29","United States","NASDAQ","USD","1.00","USD","-"
"ONEW","ONEWATER MARINE CLASS A INC","Consumer Discretionary","Equity","3,742,016.88","0.00","3,742,016.88","262,046.00","14.28","United States","NASDAQ","USD","1.00","USD","-"
"HWBK","HAWTHORN BANCSHARES INC","Financials","Equity","3,748,317.65","0.00","3,748,317.65","110,407.00","33.95","United States","NASDAQ","USD","1.00","USD","-"
"INGN","INOGEN INC","Health Care","Equity","3,734,731.92","0.00","3,734,731.92","587,222.00","6.36","United States","NASDAQ","USD","1.00","USD","-"
"FNKO","FUNKO INC CLASS A","Consumer Discretionary","Equity","3,739,319.74","0.00","3,739,319.74","991,862.00","3.77","United States","NASDAQ","USD","1.00","USD","-"
"TTGT","TECHTARGET INC","Communication","Equity","3,739,543.99","0.00","3,739,543.99","701,603.00","5.33","United States","NASDAQ","USD","1.00","USD","-"
"AII","AMERICAN INTEGRITY INSURANCE GROUP","Financials","Equity","3,728,934.43","0.00","3,728,934.43","189,961.00","19.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LE","LAND END INC","Consumer Discretionary","Equity","3,692,524.65","0.00","3,692,524.65","243,731.00","15.15","United States","NASDAQ","USD","1.00","USD","-"
"FFAI","FARADAY FUTURE INTELLIGENT ELECTRI","Consumer Discretionary","Equity","3,684,499.52","0.00","3,684,499.52","3,542,788.00","1.04","United States","NASDAQ","USD","1.00","USD","-"
"FLXS","FLEXSTEEL INDUSTRIES INC","Consumer Discretionary","Equity","3,685,385.25","0.00","3,685,385.25","87,435.00","42.15","United States","NASDAQ","USD","1.00","USD","-"
"MDWD","MEDIWOUND LTD","Health Care","Equity","3,677,509.59","0.00","3,677,509.59","215,437.00","17.07","Israel","NASDAQ","USD","1.00","USD","-"
"BNED","BARNES AND NOBLE EDUCATION INC","Consumer Discretionary","Equity","3,677,868.92","0.00","3,677,868.92","407,746.00","9.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACDC","PROFRAC HOLDING CLASS A CORP","Energy","Equity","3,667,596.03","0.00","3,667,596.03","714,931.00","5.13","United States","NASDAQ","USD","1.00","USD","-"
"SEG","SEAPORT ENTERTAINMENT GROUP INC","Real Estate","Equity","3,655,114.64","0.00","3,655,114.64","174,136.00","20.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GETY","GETTY IMAGES HOLDINGS INC CLASS A","Communication","Equity","3,655,541.33","0.00","3,655,541.33","2,878,379.00","1.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EFSI","EAGLE FINANCIAL SERVICES INC","Financials","Equity","3,641,571.18","0.00","3,641,571.18","90,654.00","40.17","United States","NASDAQ","USD","1.00","USD","-"
"RSVR","RESERVOIR MEDIA INC","Communication","Equity","3,643,393.89","0.00","3,643,393.89","485,139.00","7.51","United States","NASDAQ","USD","1.00","USD","-"
"OMDA","OMADA HEALTH INC","Health Care","Equity","3,623,159.04","0.00","3,623,159.04","231,808.00","15.63","United States","NASDAQ","USD","1.00","USD","-"
"TLSI","TRISALUS LF SC CM A","Health Care","Equity","3,604,736.03","0.00","3,604,736.03","651,851.00","5.53","United States","NASDAQ","USD","1.00","USD","-"
"GLSI","GREENWICH LIFESCIENCES INC","Health Care","Equity","3,583,007.90","0.00","3,583,007.90","160,673.00","22.30","United States","NASDAQ","USD","1.00","USD","-"
"UTMD","UTAH MEDICAL PRODUCTS INC","Health Care","Equity","3,563,327.36","0.00","3,563,327.36","56,768.00","62.77","United States","NASDAQ","USD","1.00","USD","-"
"OVBC","OHIO VALLEY BANC CORP","Financials","Equity","3,541,673.33","0.00","3,541,673.33","86,827.00","40.79","United States","NASDAQ","USD","1.00","USD","-"
"KLC","KINDERCARE LEARNING COMPANIES INC","Consumer Discretionary","Equity","3,532,210.49","0.00","3,532,210.49","815,753.00","4.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDXS","CODEXIS INC","Health Care","Equity","3,534,255.36","0.00","3,534,255.36","2,066,816.00","1.71","United States","NASDAQ","USD","1.00","USD","-"
"RGP","RESOURCES CONNECTION INC","Industrials","Equity","3,507,145.11","0.00","3,507,145.11","795,271.00","4.41","United States","NASDAQ","USD","1.00","USD","-"
"PLX","PROTALIX BIOTHERAPEUTICS INC","Health Care","Equity","3,507,232.05","0.00","3,507,232.05","1,694,315.00","2.07","Israel","Nyse Mkt Llc","USD","1.00","USD","-"
"BALY","BALLY S CORP","Consumer Discretionary","Equity","3,484,135.38","0.00","3,484,135.38","218,031.00","15.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LFMD","LIFEMD INC","Health Care","Equity","3,468,987.60","0.00","3,468,987.60","979,940.00","3.54","United States","NASDAQ","USD","1.00","USD","-"
"HBB","HAMILTON BEACH BRANDS HOLDING COMP","Consumer Discretionary","Equity","3,449,644.25","0.00","3,449,644.25","183,005.00","18.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESCA","ESCALADE INC","Consumer Discretionary","Equity","3,409,644.15","0.00","3,409,644.15","240,285.00","14.19","United States","NASDAQ","USD","1.00","USD","-"
"SMHI","SEACOR MARINE HOLDINGS INC","Energy","Equity","3,382,337.60","0.00","3,382,337.60","535,180.00","6.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KLTR","KALTURA INC","Information Technology","Equity","3,372,727.50","0.00","3,372,727.50","2,248,485.00","1.50","United States","NASDAQ","USD","1.00","USD","-"
"FINW","FINWISE BANCORP","Financials","Equity","3,357,437.33","0.00","3,357,437.33","184,171.00","18.23","United States","NASDAQ","USD","1.00","USD","-"
"BBCP","CONCRETE PUMPING HOLDINGS INC","Industrials","Equity","3,351,714.00","0.00","3,351,714.00","558,619.00","6.00","United States","NASDAQ","USD","1.00","USD","-"
"JYNT","JOINT CORP","Health Care","Equity","3,347,396.64","0.00","3,347,396.64","332,083.00","10.08","United States","NASDAQ","USD","1.00","USD","-"
"NREF","NEXPOINT REAL ESTATE FINANCE INC","Financials","Equity","3,348,599.11","0.00","3,348,599.11","227,641.00","14.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CZWI","CITIZENS COMMUNITY BANCORP INC","Financials","Equity","3,339,220.80","0.00","3,339,220.80","179,528.00","18.60","United States","NASDAQ","USD","1.00","USD","-"
"BCBP","BCB BANCORP INC","Financials","Equity","3,320,781.30","0.00","3,320,781.30","424,110.00","7.83","United States","NASDAQ","USD","1.00","USD","-"
"MED","MEDIFAST INC","Consumer Staples","Equity","3,295,291.60","0.00","3,295,291.60","279,262.00","11.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMDB","COSTAMARE BULKERS HOLDINGS LTD","Industrials","Equity","3,290,632.20","0.00","3,290,632.20","215,074.00","15.30","Monaco","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBFV","CB FINANCIAL SERVICES INC","Financials","Equity","3,243,288.64","0.00","3,243,288.64","90,292.00","35.92","United States","NASDAQ","USD","1.00","USD","-"
"CBK","COMMERCIAL BANCGROUP INC","Financials","Equity","3,224,217.60","0.00","3,224,217.60","125,946.00","25.60","United States","NASDAQ","USD","1.00","USD","-"
"RELL","RICHARDSON ELECTRONICS LTD","Information Technology","Equity","3,230,687.10","0.00","3,230,687.10","297,485.00","10.86","United States","NASDAQ","USD","1.00","USD","-"
"BVFL","BV FINANCIAL INC","Financials","Equity","3,219,760.60","0.00","3,219,760.60","173,572.00","18.55","United States","NASDAQ","USD","1.00","USD","-"
"EVI","EVI INDUSTRIES INC","Industrials","Equity","3,197,278.68","0.00","3,197,278.68","123,638.00","25.86","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"FATE","FATE THERAPEUTICS INC","Health Care","Equity","3,174,457.24","0.00","3,174,457.24","2,690,218.00","1.18","United States","NASDAQ","USD","1.00","USD","-"
"ACTG","ACACIA RESEARCH CORP","Financials","Equity","3,165,836.00","0.00","3,165,836.00","791,459.00","4.00","United States","NASDAQ","USD","1.00","USD","-"
"ALTG","ALTA EQUIPMENT GROUP INC CLASS A","Industrials","Equity","3,145,340.64","0.00","3,145,340.64","504,061.00","6.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELDN","ELEDON PHARMACEUTICALS INC","Health Care","Equity","3,152,254.60","0.00","3,152,254.60","1,432,843.00","2.20","United States","NASDAQ","USD","1.00","USD","-"
"MXCT","MAXCYTE INC","Health Care","Equity","3,140,385.57","0.00","3,140,385.57","2,553,159.00","1.23","United States","NASDAQ","USD","1.00","USD","-"
"TMCI","TREACE MEDICAL CONCEPTS INC","Health Care","Equity","3,125,871.72","0.00","3,125,871.72","1,197,652.00","2.61","United States","NASDAQ","USD","1.00","USD","-"
"SNFCA","SECURITY NATIONAL FINANCIAL CORP C","Financials","Equity","3,118,545.14","0.00","3,118,545.14","338,237.00","9.22","United States","NASDAQ","USD","1.00","USD","-"
"EBMT","EAGLE BANCORP MONTANA INC","Financials","Equity","3,121,594.70","0.00","3,121,594.70","149,645.00","20.86","United States","NASDAQ","USD","1.00","USD","-"
"GENC","GENCOR INDUSTRIES INC","Industrials","Equity","3,106,410.36","0.00","3,106,410.36","221,412.00","14.03","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"NVCT","NUVECTIS PHARMA INC","Health Care","Equity","3,101,103.72","0.00","3,101,103.72","361,434.00","8.58","United States","NASDAQ","USD","1.00","USD","-"
"ACU","ACME UNITED CORP","Health Care","Equity","3,084,457.68","0.00","3,084,457.68","70,229.00","43.92","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"FOA","FINANCE OF AMERICA COMPANIES INC C","Financials","Equity","3,075,874.59","0.00","3,075,874.59","129,729.00","23.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVD","AMER VANGUARD CORP","Materials","Equity","3,077,476.74","0.00","3,077,476.74","622,971.00","4.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STRZ","STARZ ENTERTAINMENT CORP","Communication","Equity","3,080,285.53","0.00","3,080,285.53","301,693.00","10.21","United States","NASDAQ","USD","1.00","USD","-"
"JILL","J JILL INC","Consumer Discretionary","Equity","3,071,337.04","0.00","3,071,337.04","183,254.00","16.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDV","MODIV INDUSTRIAL INC CLASS C","Real Estate","Equity","3,064,711.10","0.00","3,064,711.10","202,961.00","15.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KGEI","KOLIBRI GLOBAL ENERGY INC","Energy","Equity","3,053,734.78","0.00","3,053,734.78","791,123.00","3.86","Canada","NASDAQ","USD","1.00","USD","-"
"MLP","MAUI LAND AND PINEAPPLE INC","Real Estate","Equity","3,044,296.50","0.00","3,044,296.50","177,510.00","17.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KRO","KRONOS WORLDWIDE INC","Materials","Equity","3,021,421.50","0.00","3,021,421.50","550,350.00","5.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACR","ACRES COMMERCIAL REALTY CORP","Financials","Equity","3,010,857.16","0.00","3,010,857.16","147,881.00","20.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRAK","REPOSITRAK INC","Information Technology","Equity","3,003,064.78","0.00","3,003,064.78","275,258.00","10.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASIC","ATEGRITY SPECIALTY INSURANCE COMPA","Financials","Equity","2,992,646.58","0.00","2,992,646.58","165,066.00","18.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFBK","CF BANKSHARES INC","Financials","Equity","2,984,629.58","0.00","2,984,629.58","101,449.00","29.42","United States","NASDAQ","USD","1.00","USD","-"
"ARQ","ARQ INC","Materials","Equity","2,976,759.02","0.00","2,976,759.02","811,106.00","3.67","United States","NASDAQ","USD","1.00","USD","-"
"MNSB","MAINSTREET BANCSHARES INC","Financials","Equity","2,979,439.04","0.00","2,979,439.04","147,424.00","20.21","United States","NASDAQ","USD","1.00","USD","-"
"EWCZ","EUROPEAN WAX CENTER INC CLASS A","Consumer Discretionary","Equity","2,970,842.74","0.00","2,970,842.74","754,021.00","3.94","United States","NASDAQ","USD","1.00","USD","-"
"DERM","JOURNEY MEDICAL CORP","Health Care","Equity","2,907,053.80","0.00","2,907,053.80","327,740.00","8.87","United States","NASDAQ","USD","1.00","USD","-"
"CXDO","CREXENDO INC","Information Technology","Equity","2,887,014.96","0.00","2,887,014.96","396,024.00","7.29","United States","NASDAQ","USD","1.00","USD","-"
"AOMR","ANGEL OAK MORTGAGE REIT INC","Financials","Equity","2,894,620.25","0.00","2,894,620.25","314,975.00","9.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","Jun 17, 2021"
"FRD","FRIEDMAN INDUSTRIES INC","Materials","Equity","2,875,459.38","0.00","2,875,459.38","146,782.00","19.59","United States","NASDAQ","USD","1.00","USD","-"
"ULH","UNIVERSAL LOGISTICS HOLDINGS INC","Industrials","Equity","2,864,610.21","0.00","2,864,610.21","161,751.00","17.71","United States","NASDAQ","USD","1.00","USD","-"
"INNV","INNOVAGE HOLDING CORP","Health Care","Equity","2,857,422.05","0.00","2,857,422.05","480,239.00","5.95","United States","NASDAQ","USD","1.00","USD","-"
"LNSR","LENSAR INC","Health Care","Equity","2,860,708.59","0.00","2,860,708.59","232,389.00","12.31","United States","NASDAQ","USD","1.00","USD","-"
"LWAY","LIFEWAY FOODS INC","Consumer Staples","Equity","2,840,754.61","0.00","2,840,754.61","127,331.00","22.31","United States","NASDAQ","USD","1.00","USD","-"
"SMID","SMITH MIDLAND CORP","Materials","Equity","2,836,575.35","0.00","2,836,575.35","75,743.00","37.45","United States","NASDAQ","USD","1.00","USD","-"
"SPWR","SUNPOWER INC","Industrials","Equity","2,798,650.96","0.00","2,798,650.96","1,546,216.00","1.81","United States","NASDAQ","USD","1.00","USD","-"
"PXED","PHOENIX EDUCATION PARTNERS INC","Consumer Discretionary","Equity","2,761,531.00","0.00","2,761,531.00","90,542.00","30.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANIK","ANIKA THERAPEUTICS INC","Health Care","Equity","2,764,627.04","0.00","2,764,627.04","290,402.00","9.52","United States","NASDAQ","USD","1.00","USD","-"
"SGC","SUPERIOR GROUP OF COMPANIES INC","Consumer Discretionary","Equity","2,745,320.00","0.00","2,745,320.00","274,532.00","10.00","United States","NASDAQ","USD","1.00","USD","-"
"ESOA","ENERGY SERVICES OF AMERICA CORP","Energy","Equity","2,716,229.61","0.00","2,716,229.61","302,139.00","8.99","United States","NASDAQ","USD","1.00","USD","-"
"BSET","BASSETT FURNITURE INDUSTRIES INC","Consumer Discretionary","Equity","2,689,422.60","0.00","2,689,422.60","158,668.00","16.95","United States","NASDAQ","USD","1.00","USD","-"
"SBFG","SB FINANCIAL GROUP INC","Financials","Equity","2,633,623.98","0.00","2,633,623.98","117,102.00","22.49","United States","NASDAQ","USD","1.00","USD","-"
"SRBK","SR BANCORP INC","Financials","Equity","2,616,601.02","0.00","2,616,601.02","154,099.00","16.98","United States","NASDAQ","USD","1.00","USD","-"
"NODK","NI HOLDINGS INC","Financials","Equity","2,592,312.56","0.00","2,592,312.56","195,794.00","13.24","United States","NASDAQ","USD","1.00","USD","-"
"EPM","EVOLUTION PETROLEUM CORP","Energy","Equity","2,536,441.03","0.00","2,536,441.03","680,011.00","3.73","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"ZVIA","ZEVIA CLASS A","Consumer Staples","Equity","2,527,670.62","0.00","2,527,670.62","1,302,923.00","1.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLWS","1-800 FLOWERS.COM INC CLASS A","Consumer Discretionary","Equity","2,512,779.21","0.00","2,512,779.21","562,143.00","4.47","United States","NASDAQ","USD","1.00","USD","-"
"OFLX","OMEGA FLEX INC","Industrials","Equity","2,497,487.40","0.00","2,497,487.40","75,487.00","33.09","United States","NASDAQ","USD","1.00","USD","-"
"STRW","STRAWBERRY FIELDS REIT INC","Real Estate","Equity","2,494,207.20","0.00","2,494,207.20","186,832.00","13.35","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"HAIN","HAIN CELESTIAL GROUP INC","Consumer Staples","Equity","2,485,686.27","0.00","2,485,686.27","2,239,357.00","1.11","United States","NASDAQ","USD","1.00","USD","-"
"ACNT","ASCENT INDUSTRIES","Materials","Equity","2,466,349.68","0.00","2,466,349.68","150,204.00","16.42","United States","NASDAQ","USD","1.00","USD","-"
"HPK","HIGHPEAK ENERGY INC","Energy","Equity","2,467,714.13","0.00","2,467,714.13","577,919.00","4.27","United States","NASDAQ","USD","1.00","USD","-"
"FNWD","FINWARD BANCORP","Financials","Equity","2,462,427.24","0.00","2,462,427.24","64,869.00","37.96","United States","NASDAQ","USD","1.00","USD","-"
"GAMB","GAMBLING COM GROUP LTD","Communication","Equity","2,448,786.97","0.00","2,448,786.97","502,831.00","4.87","Jersey","NASDAQ","USD","1.00","USD","-"
"NKTX","NKARTA INC","Health Care","Equity","2,455,492.60","0.00","2,455,492.60","1,116,133.00","2.20","United States","NASDAQ","USD","1.00","USD","-"
